topic_label,lema_label,count
success,success,639
success,success,639
success,successful,281
success,professional_success,25
success,sucess,19
success,succes,17
success,financial_success,8
success,successfull,7
success,personal_success,7
success,great_success,6
success,succesfull,6
success,successes,6
success,sucessful,5
success,much_success,4
success,total_success,3
success,economic_success,3
success,career_success,3
success,family_success,2
success,money_success,2
success,good_success,2
success,personal_sucess,2
success,independent_successful,2
success,moral_successes,1
success,unbridled_success,1
success,sucessfull,1
success,growth_success,1
success,happiness_success,1
success,self_success,1
success,sucsess,1
success,financially_success,1
success,more_success,1
success,creative_success,1
success,financial_sucess,1
success,monetary_success,1
success,successfulness,1
success,absolute_success,1
success,health_success,1
success,very_successful,1
success,profesional_success,1
success,complete_success,1
success,good_successful,1
success,sdgs_successfull,1
success,more_successful,1
success,entrepreneurial_success,1
success,sentimental_success,1
success,exponential_success,1
success,honest_success,1
success,successfully,1
success,carrier_success,1
success,ultimate_success,1
success,relative_success,1
success,academic_success,1
success,great_successes,1
success,social_success,1
success,successs,1
success,mind_success,1
success,sure_success,1
success,project_success,1
success,happy_successful,1
success,study_success,1
