topic_label,lema_label,count
food,food,115
food,food,115
food,enough_food,10
food,less_food,4
food,healthy_food,3
food,quality_food,2
food,fast_food,2
food,safe_food,1
food,better_food,1
food,durable_food,1
food,processed_food,1
food,cheap_food,1
food,rising_food,1
food,water_food,1
food,fresh_food,1
food,abundant_food,1
food,good_food,1
food,living_food,1
food,best_food,1
food,nutritional_food,1
food,cleaner_food,1
food,toxic_food,1
food,regular_food,1
food,funding_food,1
food,free_food,1
food,sufficient_food,1
food,foods,1
food,enough_foods,1
food,worldwide_food,1
